"local-host-video.mp4",,,,"http://localhost/uploads/thumbs/local-host-video-thumbnail.png",
"https://www.youtube.com/watch?v=WGjlQpBtv-w","YouTube Video #1",,,,
"https://www.youtube.com/watch?v=qw4k_ub2Oxg",,,,,
"https://www.youtube.com/watch?v=dLi1di1rGps",,,,,
"https://www.youtube.com/watch?v=j_OyHUqIIOU","This is my title","Lorem ipsum dolor sit amet","tag1, tag2, tag3",,
"https://www.youtube.com/watch?v=uxpDa-c-4Mc",,,,,
"https://www.youtube.com/watch?v=rUaFPesQfZk",,,,,
"http://www.dailymotion.com/video/x3bh55f_how-to-date-two-people-at-once_fun",,,,,
"http://www.dailymotion.com/video/x3bik3i_atlas-unfolded-new-york-city_music",,,,,
"http://www.dailymotion.com/video/x3blyb3_stunning-tries-from-rugby-world-cup-bronze-finals_sport",,,,,
"http://www.dailymotion.com/video/x3bd7ql_the-new-establishment-george-lucas-katie-couric-and-more-celebrities-pick-their-a-team-to-run-the-wo_lifestyle",,,,,
"https://vimeo.com/144008901",,,,,
